long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
1,11.80109540407984,5.4,1,0,0,0,1
0,13.0281942590381,6.271365709839683,0,0,0,1,1
0,12.271199175534912,5.754800137410848,1,0,0,0,1
1,12.474201651321632,5.424885950188805,1,0,0,1,1
1,12.782929118545734,5.717070881454265,1,1,0,1,1
0,13.478886550445475,6.3,0,0,0,1,1
1,12.738523036596838,6.33073848170158,0,1,0,0,1
1,12.446405604939374,5.630937069959582,1,0,0,1,1
0,12.516770102514489,5.950310307543466,1,0,0,1,1
0,12.61273740998431,5.7318435249607775,1,0,0,0,1
1,12.652159343525913,6.282641477066695,0,1,0,1,1
1,12.698591866432883,5.333568022261186,1,0,0,0,1
1,12.415506496626785,5.769383120783479,0,1,1,0,1
1,12.66590471107096,6.004571733574242,0,1,0,1,1
0,12.408339556790867,6.019434072015221,1,1,0,0,1
0,13.079271282525688,6.279878547087614,0,0,0,1,1
1,12.545332262102828,5.931665327628534,0,1,1,0,1
1,12.553798351536503,5.574366941410583,1,0,0,1,1
1,12.9766620799996,6.4708275999995,0,1,1,0,1
0,11.421042923203997,5.463128769611983,0,0,0,1,1
0,12.506528245201435,5.71557862579976,1,0,0,0,1
1,12.946389502846872,5.492341357549553,1,0,0,1,1
0,12.491241708009788,5.881263819983687,1,1,0,0,1
0,12.0680150743421,6.1057250531015,0,0,1,0,1
1,12.799861201570536,5.950312296466294,0,1,0,1,1
0,12.14448365554729,5.775919390742118,1,0,0,0,1
1,12.978714133242844,5.521285866757155,1,1,0,1,1
0,13.000465239967252,6.166770053326056,0,0,0,1,1
1,12.37446006062518,5.54892012125036,1,0,0,1,1
1,12.588230283707931,5.911769716292067,1,1,0,0,1
1,12.86403165693792,5.63596834306208,1,1,0,1,1
1,12.43390917612884,5.594348470645193,1,0,0,1,1
1,12.843726350835608,5.333764189498636,1,0,0,0,1
1,12.620500064617646,6.276999612294122,0,1,0,1,1
1,12.31654491448464,6.183455085515359,1,1,0,0,1
1,12.04671385428963,5.3467138542896295,0,1,0,0,1
0,12.66240219003951,5.76240219003951,1,1,0,0,1
1,12.10498724521598,5.404987245215979,0,1,0,0,1
1,12.789879837721417,5.710120162278582,1,1,0,1,1
1,12.996999353423329,6.4849967671166375,0,0,1,0,1
0,12.529417768759592,5.817637052067343,1,1,0,0,1
1,12.686549547022436,5.455221363860348,1,0,0,1,1
1,12.533226119679272,5.916532649599089,0,1,1,0,1
1,12.788770209712652,5.318538298381225,1,0,0,0,1
1,13.10391872255507,6.440617872825674,0,0,1,0,1
0,12.545625527449394,5.790624120917678,1,1,0,0,1
0,12.682592509227046,6.117407490772952,0,0,0,1,1
1,11.7806475562575,6.084588345835,0,1,0,0,1
1,12.546739647963582,5.646739647963582,1,0,0,1,1
0,13.504508626954822,6.278779694878849,0,0,0,1,1
1,12.745695778756042,5.754304221243957,1,1,0,1,1
1,12.985111969296964,6.425559846484823,0,0,1,0,1
1,12.146493739060784,5.446493739060786,0,1,0,0,1
1,11.886439274071424,6.108097616460316,0,1,0,0,1
1,12.371440254419484,6.128559745580516,1,1,0,0,1
1,12.632484700458685,5.732484700458683,1,0,0,1,1
1,12.77660222760463,6.220752784505789,0,1,1,0,1
0,11.546475423715012,6.025327966005084,0,0,0,1,1
1,12.92334100153811,5.67248274653925,0,1,0,1,1
1,12.559951927008864,5.94993990876108,0,1,1,0,1
1,12.096470226062412,6.154771161347203,0,1,0,0,1
1,12.981121257061602,5.518878742938397,1,1,0,1,1
1,12.409350106060344,5.598441648989943,1,0,0,1,1
1,12.568291378176465,5.931708621823535,1,1,0,0,1
1,12.603008409478544,5.703008409478545,1,0,0,1,1
0,13.198505372807302,5.7,0,1,0,0,1
1,12.508053338496604,5.3653244435839,1,0,0,0,1
1,12.510855802115056,5.72203985865361,0,0,1,0,1
1,12.5470747295934,5.575487545067767,1,0,0,1,1
1,12.645137448021776,6.298440741951001,0,1,0,1,1
0,12.36787200967082,6.08687998388197,1,1,0,0,1
1,13.026563028012225,6.44687394397555,0,1,0,0,1
1,12.47905397999552,6.02094602000448,1,1,0,0,1
1,12.666630243482423,6.250081952164543,0,1,0,1,1
1,12.840972453350268,5.659027546649732,1,1,0,1,1
1,12.954029325609415,5.545970674390583,1,1,0,1,1
0,12.88623760565146,5.7,0,1,0,0,1
1,13.056750639674638,6.386498720650724,0,1,0,0,1
1,12.050489735213686,5.799020529572626,0,0,1,0,1
1,12.465008280756637,6.034991719243363,1,1,0,0,1
1,12.885237585893757,6.13497360156736,0,1,0,0,1
1,12.91928059379617,6.096402968980849,0,0,1,0,1
1,12.902874871834523,5.597125128165475,1,1,0,1,1
0,12.664713953652708,6.135286046347292,0,0,0,1,1
1,12.2706223776972,6.1934716394882665,0,1,0,0,1
1,12.585950308162388,5.553512422959403,1,0,0,0,1
1,11.578498421901996,6.039666315978221,0,1,0,0,1
1,12.529638797613837,5.629638797613836,1,0,0,1,1
0,12.856185871314286,5.7,0,1,0,0,1
1,12.77379866557813,5.909856189698664,0,0,1,0,1
0,12.444796184681149,5.958673025531423,1,1,0,0,1
0,11.441576258812413,5.524728776437232,0,0,0,1,1
0,13.194016638300722,5.7,0,1,0,0,1
1,13.144698234560687,6.2106035308786245,0,1,0,0,1
1,12.7301721562429,6.107112648453472,0,1,0,1,1
0,12.472105619037396,5.913157301604339,1,1,0,0,1
