age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
63,3,76860,9,13,2,10,0,1,0,0,0,40,29,1
38,3,112497,11,9,4,9,1,4,0,0,0,40,38,1
48,1,242923,11,9,2,12,5,4,1,0,1848,40,38,1
39,4,329980,9,13,2,3,0,4,0,15024,0,50,38,1
42,8,191149,9,13,2,14,5,4,1,0,0,28,38,1
47,5,165468,11,9,2,6,0,4,0,7298,0,40,38,1
44,3,172837,11,9,2,0,0,2,0,0,0,52,38,1
36,3,143123,9,13,2,11,0,4,0,0,1902,40,38,1
44,3,278476,15,10,2,11,0,4,0,0,0,60,38,1
53,5,33304,14,15,2,9,0,4,0,0,0,38,38,1
61,8,71467,11,9,2,14,0,4,0,3103,0,40,38,1
36,3,104772,11,9,2,2,0,4,0,0,0,40,38,1
27,3,129624,9,13,2,3,0,4,0,0,0,40,38,1
48,3,108557,9,13,2,12,5,4,1,99999,0,40,38,1
45,3,252079,12,14,2,3,0,4,0,0,0,40,38,1
45,3,216932,12,14,2,3,0,4,0,0,0,40,38,1
42,3,212760,15,10,2,11,0,4,0,0,0,60,38,1
50,3,260052,9,13,0,3,4,4,0,15020,0,40,38,1
26,3,186950,8,11,2,0,5,4,1,0,0,40,38,1
41,3,344519,11,9,0,3,1,4,1,13550,0,60,38,1
63,3,546118,15,10,2,3,0,4,0,0,0,35,38,1
44,3,97159,9,13,2,2,0,4,0,0,0,40,38,1
84,4,172907,15,10,2,11,0,4,0,0,0,35,38,1
34,3,157747,9,13,2,3,0,4,0,0,0,40,38,1
60,8,268954,15,10,2,14,0,4,0,0,0,12,38,1
30,3,197886,9,13,4,11,3,4,0,0,0,40,38,1
60,5,231770,11,9,2,4,0,4,0,0,0,65,38,1
40,3,221172,7,12,2,3,0,4,0,0,0,50,38,1
21,3,548303,11,9,2,9,3,4,0,0,0,40,25,1
33,3,198660,11,9,2,6,0,4,0,99999,0,56,38,1
45,1,160173,12,14,2,3,0,4,0,7688,0,50,38,1
35,3,183898,8,11,2,3,0,4,0,7298,0,50,38,1
42,6,147206,8,11,2,3,0,4,0,0,0,40,38,1
33,3,178429,9,13,2,9,0,4,0,0,0,40,38,1
29,3,286634,9,13,2,9,5,4,1,0,0,50,38,1
50,3,258819,11,9,0,2,1,4,0,0,0,40,38,1
44,3,235182,15,10,2,2,0,4,0,0,0,50,38,1
52,3,165001,11,9,2,13,0,4,0,0,0,60,38,1
32,3,185027,15,10,2,11,0,4,0,0,0,40,38,1
38,5,93206,9,13,2,3,0,1,0,0,1902,65,38,1
37,3,38948,11,9,2,9,0,4,0,0,0,50,38,1
26,3,164488,12,14,2,9,0,4,0,0,1887,40,38,1
34,3,141118,12,14,0,9,3,4,1,0,0,60,38,1
28,3,37805,9,13,2,11,0,4,0,0,0,40,38,1
61,3,238913,8,11,2,12,0,4,0,0,0,40,38,1
36,3,218689,12,14,2,11,0,4,0,0,1977,50,38,1
43,3,390369,7,12,2,5,0,4,0,0,0,40,38,1
70,5,268832,8,11,2,4,0,4,0,0,0,24,38,1
57,1,317690,12,14,2,3,0,4,0,7688,0,60,38,1
60,8,124487,15,10,0,14,1,4,1,0,0,40,38,1
41,3,405172,7,12,2,13,0,2,0,0,0,40,41,1
35,3,189623,10,16,2,3,0,4,0,0,0,45,38,1
37,3,263094,9,13,2,3,0,4,0,7298,0,40,38,1
58,5,237546,15,10,2,3,0,4,0,0,0,70,38,1
59,3,227856,9,13,2,11,0,4,0,0,0,37,38,1
58,3,250206,0,6,2,2,0,4,0,5178,0,40,38,1
35,5,202027,12,14,2,3,0,4,0,7688,0,55,38,1
47,3,250170,11,9,2,6,0,2,0,0,0,40,38,1
36,3,22245,11,9,2,11,0,4,0,0,0,40,38,1
29,3,189702,9,13,4,9,1,4,0,10520,0,50,38,1
58,1,147428,12,14,2,9,0,4,0,0,0,40,38,1
41,0,214838,12,14,2,3,0,4,0,0,0,60,38,1
61,3,173924,6,5,0,5,1,4,0,0,0,40,32,1
57,5,102058,12,14,2,9,0,4,0,0,0,40,38,1
46,5,246212,12,14,2,3,0,4,0,0,0,45,38,1
53,0,36186,9,13,2,3,0,4,0,7298,0,40,38,1
41,3,347653,12,14,2,9,0,4,0,0,0,40,41,1
56,3,192869,12,14,2,2,0,4,0,0,1977,44,38,1
51,0,254211,12,14,6,11,4,4,0,0,0,50,7,1
39,3,166193,11,9,2,2,0,4,0,0,0,40,38,1
64,3,262645,11,9,2,11,0,4,0,0,0,50,38,1
38,1,273457,15,10,2,0,0,4,0,0,0,40,38,1
35,3,92440,2,8,0,2,1,4,0,0,0,50,38,1
40,0,90737,15,10,2,0,0,4,0,0,1887,40,38,1
51,4,124963,12,14,2,11,0,4,0,0,0,40,38,1
65,1,200764,11,9,0,0,1,4,1,0,0,16,38,1
